            0.0            0.000       9.637
       539203.0            0.000       9.154
      1078406.0            0.000       7.293
      1617609.0            0.000       5.369
      2156812.0            0.000       4.448
      2696015.0            0.000       5.104
      3235218.0            0.000       6.810
      3774421.0            0.000       6.801
      4313624.0            0.000       4.375
      4852827.0            0.000       2.541
      5392030.0            0.000       0.453
      5931233.0            0.000      -1.043
      6470436.0            0.000      -2.448
      7009639.0            0.000      -2.165
      7548842.0            0.000      -0.286
      8088045.0            0.000       2.268
      8627248.0            0.000       2.970
      9166451.0            0.000       2.779
      9705654.0            0.000       3.253
     10244857.0            0.000       5.132
     10784060.0            0.000       7.412
     11323263.0            0.000       5.378
     11862466.0            0.000      -0.788
     12401669.0            0.000      -3.505
     12940872.0            0.000      -3.870
     13480075.0            0.000      -7.847
     14019278.0            0.000     -12.179
     14558481.0            0.000     -17.533
     15097684.0            0.000     -17.980
     15636887.0            0.000     -15.180
     16176090.0            0.000     -12.416
     16715293.0            0.000     -10.118
     17254496.0            0.000      -7.683
     17793700.0            0.000      -6.707
     18332900.0            0.000      -6.579
     18872104.0            0.000      -4.965
     19411308.0            0.000      -3.779
     19950512.0            0.000      -3.323
     20489712.0            0.000      -3.049
     21028916.0            0.000      -3.031
     21568120.0            0.000      -4.025
     22107324.0            0.000      -7.172
     22646524.0            0.000      -7.145
     23185728.0            0.000      -2.402
     23724932.0            0.000       3.618
     24264136.0            0.000       6.263
     24803336.0            0.000       6.108
     25342540.0            0.000       5.706
     25881744.0            0.000       4.274
     26420948.0            0.000       3.189
     26960148.0            0.000       3.180
     27499352.0            0.000       2.614
     28038556.0            0.000       3.070
     28577760.0            0.000       4.074
     29116960.0            0.000       3.298
     29656164.0            0.000       2.295
     30195368.0            0.000       1.739
     30734572.0            0.000       0.435
     31273772.0            0.000      -2.219
     31812976.0            0.000      -4.609
     32352180.0            0.000      -6.041
     32891384.0            0.000      -5.849
     33430584.0            0.000      -4.746
     33969788.0            0.000      -7.628
     34508992.0            0.000      -7.354
