  0.0    0.000                 0.000
  5.0    0.000                 0.000
 10.0    0.000                 0.000
 15.0    0.000                 0.000
 20.0    0.000                 0.000
 25.0    0.000                 0.000
 30.0    0.000                 0.000
 35.0    0.000                 0.000
 40.0    0.000                 0.000
 45.0    0.000                 0.000
 50.0    0.000                 0.000
 55.0    0.000                25.869
 60.0    0.000                49.977
 65.0    0.000                70.683
 70.0    0.000                86.576
 75.0    0.000                96.575
 80.0    0.000               100.000
 85.0    0.000                96.617
 90.0    0.000                86.656
 95.0    0.000                70.795
100.0    0.000                50.115
105.0    0.000                26.023
110.0    0.000                 0.159
115.0    0.000                 0.000
120.0    0.000                 0.000
125.0    0.000                 0.000
130.0    0.000                 0.000
135.0    0.000                 0.000
140.0    0.000                 0.000
145.0    0.000                 0.000
150.0    0.000                 0.000
155.0    0.000                 0.000
160.0    0.000                 0.000
165.0    0.000                 0.000
170.0    0.000                 0.000
175.0    0.000                 0.000
180.0    0.000                 0.000
185.0    0.000                 0.000
190.0    0.000                 0.000
195.0    0.000                 0.000
200.0    0.000                 0.000
205.0    0.000                 0.000
210.0    0.000                 0.000
215.0    0.000                 0.000
220.0    0.000                 0.000
225.0    0.000                 0.000
230.0    0.000                 0.000
235.0    0.000                 0.000
240.0    0.000                 0.000
245.0    0.000                 0.000
250.0    0.000                 0.000
255.0    0.000                 0.000
260.0    0.000                 0.000
265.0    0.000                 0.000
270.0    0.000                 0.000
275.0    0.000                 0.000
280.0    0.000                 0.000
285.0    0.000                 0.000
290.0    0.000                 0.000
295.0    0.000                 0.000
300.0    0.000                 0.000
  0.0    0.017                 0.000
  5.0    0.017                 0.000
 10.0    0.017                 0.000
 15.0    0.017                 0.000
 20.0    0.017                 0.000
 25.0    0.017                 0.000
 30.0    0.017                 0.000
 35.0    0.017                 0.000
 40.0    0.017                 0.000
 45.0    0.017                 0.000
 50.0    0.017                 0.000
 55.0    0.017                 0.000
 60.0    0.017                 0.000
 65.0    0.017                 0.000
 70.0    0.017                 0.000
 75.0    0.017                 0.000
 80.0    0.017                 0.000
 85.0    0.017                 0.000
 90.0    0.017                 0.000
 95.0    0.017                 0.000
100.0    0.017                 0.000
105.0    0.017                 0.000
110.0    0.017                 0.000
115.0    0.017                 0.000
120.0    0.017                 0.000
125.0    0.017                 0.000
130.0    0.017                 0.000
135.0    0.017                 0.000
140.0    0.017                 0.000
145.0    0.017                 0.000
150.0    0.017                 0.000
155.0    0.017                 0.000
160.0    0.017                 0.000
165.0    0.017                 0.000
170.0    0.017                 0.000
175.0    0.017                 0.000
180.0    0.017                 0.000
185.0    0.017                 0.000
190.0    0.017                 0.000
195.0    0.017                 0.000
200.0    0.017                 0.000
205.0    0.017                 0.000
210.0    0.017                 0.000
215.0    0.017                 0.000
220.0    0.017                 0.000
225.0    0.017                 0.000
230.0    0.017                 0.000
235.0    0.017                 0.000
240.0    0.017                 0.000
245.0    0.017                 0.000
250.0    0.017                 0.000
255.0    0.017                 0.000
260.0    0.017                 0.000
265.0    0.017                 0.000
270.0    0.017                 0.000
275.0    0.017                 0.000
280.0    0.017                 0.000
285.0    0.017                 0.000
290.0    0.017                 0.000
295.0    0.017                 0.000
300.0    0.017                 0.000
  0.0    0.033                 0.000
  5.0    0.033                 0.000
 10.0    0.033                 0.000
 15.0    0.033                 0.000
 20.0    0.033                 0.000
 25.0    0.033                 0.000
 30.0    0.033                 0.000
 35.0    0.033                 0.000
 40.0    0.033                 0.000
 45.0    0.033                 0.000
 50.0    0.033                25.859
 55.0    0.033                75.826
 60.0    0.033                94.773
 65.0    0.033               107.267
 70.0    0.033               112.458
 75.0    0.033               109.994
 80.0    0.033               100.041
 85.0    0.033                83.278
 90.0    0.033                60.844
 95.0    0.033                34.269
100.0    0.033                 5.361
105.0    0.033               -23.913
110.0    0.033               -25.853
115.0    0.033                -0.159
120.0    0.033                 0.000
125.0    0.033                 0.000
130.0    0.033                 0.000
135.0    0.033                 0.000
140.0    0.033                 0.000
145.0    0.033                 0.000
150.0    0.033                 0.000
155.0    0.033                 0.000
160.0    0.033                 0.000
165.0    0.033                 0.000
170.0    0.033                 0.000
175.0    0.033                 0.000
180.0    0.033                 0.000
185.0    0.033                 0.000
190.0    0.033                 0.000
195.0    0.033                 0.000
200.0    0.033                 0.000
205.0    0.033                 0.000
210.0    0.033                 0.000
215.0    0.033                 0.000
220.0    0.033                 0.000
225.0    0.033                 0.000
230.0    0.033                 0.000
235.0    0.033                 0.000
240.0    0.033                 0.000
245.0    0.033                 0.000
250.0    0.033                 0.000
255.0    0.033                 0.000
260.0    0.033                 0.000
265.0    0.033                 0.000
270.0    0.033                 0.000
275.0    0.033                 0.000
280.0    0.033                 0.000
285.0    0.033                 0.000
290.0    0.033                 0.000
295.0    0.033                 0.000
300.0    0.033                 0.000
  0.0    0.050                 0.000
  5.0    0.050                 0.000
 10.0    0.050                 0.000
 15.0    0.050                 0.000
 20.0    0.050                 0.000
 25.0    0.050                 0.000
 30.0    0.050                 0.000
 35.0    0.050                 0.000
 40.0    0.050                 0.000
 45.0    0.050                 0.000
 50.0    0.050                 0.000
 55.0    0.050                 0.000
 60.0    0.050                 0.000
 65.0    0.050                 0.000
 70.0    0.050                 0.000
 75.0    0.050                 0.000
 80.0    0.050                 0.000
 85.0    0.050                 0.000
 90.0    0.050                 0.000
 95.0    0.050                 0.000
100.0    0.050                 0.000
105.0    0.050                 0.000
110.0    0.050                 0.000
115.0    0.050                 0.000
120.0    0.050                 0.000
125.0    0.050                 0.000
130.0    0.050                 0.000
135.0    0.050                 0.000
140.0    0.050                 0.000
145.0    0.050                 0.000
150.0    0.050                 0.000
155.0    0.050                 0.000
160.0    0.050                 0.000
165.0    0.050                 0.000
170.0    0.050                 0.000
175.0    0.050                 0.000
180.0    0.050                 0.000
185.0    0.050                 0.000
190.0    0.050                 0.000
195.0    0.050                 0.000
200.0    0.050                 0.000
205.0    0.050                 0.000
210.0    0.050                 0.000
215.0    0.050                 0.000
220.0    0.050                 0.000
225.0    0.050                 0.000
230.0    0.050                 0.000
235.0    0.050                 0.000
240.0    0.050                 0.000
245.0    0.050                 0.000
250.0    0.050                 0.000
255.0    0.050                 0.000
260.0    0.050                 0.000
265.0    0.050                 0.000
270.0    0.050                 0.000
275.0    0.050                 0.000
280.0    0.050                 0.000
285.0    0.050                 0.000
290.0    0.050                 0.000
295.0    0.050                 0.000
300.0    0.050                 0.000
  0.0    0.067                 0.000
  5.0    0.067                 0.000
 10.0    0.067                 0.000
 15.0    0.067                 0.000
 20.0    0.067                 0.000
 25.0    0.067                 0.000
 30.0    0.067                 0.000
 35.0    0.067                 0.000
 40.0    0.067                 0.000
 45.0    0.067                25.848
 50.0    0.067               101.655
 55.0    0.067               144.712
 60.0    0.067               126.201
 65.0    0.067               124.946
 70.0    0.067               115.185
 75.0    0.067                97.582
 80.0    0.067                73.335
 85.0    0.067                44.096
 90.0    0.067                11.855
 95.0    0.067               -21.193
100.0    0.067               -52.798
105.0    0.067               -55.114
110.0    0.067                -2.109
115.0    0.067                25.684
120.0    0.067                 0.159
125.0    0.067                 0.000
130.0    0.067                 0.000
135.0    0.067                 0.000
140.0    0.067                 0.000
145.0    0.067                 0.000
150.0    0.067                 0.000
155.0    0.067                 0.000
160.0    0.067                 0.000
165.0    0.067                 0.000
170.0    0.067                 0.000
175.0    0.067                 0.000
180.0    0.067                 0.000
185.0    0.067                 0.000
190.0    0.067                 0.000
195.0    0.067                 0.000
200.0    0.067                 0.000
205.0    0.067                 0.000
210.0    0.067                 0.000
215.0    0.067                 0.000
220.0    0.067                 0.000
225.0    0.067                 0.000
230.0    0.067                 0.000
235.0    0.067                 0.000
240.0    0.067                 0.000
245.0    0.067                 0.000
250.0    0.067                 0.000
255.0    0.067                 0.000
260.0    0.067                 0.000
265.0    0.067                 0.000
270.0    0.067                 0.000
275.0    0.067                 0.000
280.0    0.067                 0.000
285.0    0.067                 0.000
290.0    0.067                 0.000
295.0    0.067                 0.000
300.0    0.067                 0.000
  0.0    0.083                 0.000
  5.0    0.083                 0.000
